scene,frame,style,method,cosine_sim
scene_110,00000070,engraving,stylized,0.694824
scene_110,00000075,watercolor,stylized,0.633301
scene_110,00000075,oil_painting,stylized,0.805664
scene_110,00000075,impressionism,stylized,0.604004
scene_110,00000075,engraving,stylized,0.802246
scene_110,00000080,watercolor,stylized,0.760742
scene_110,00000080,oil_painting,stylized,0.925293
scene_110,00000080,impressionism,stylized,0.771973
scene_110,00000080,engraving,stylized,0.724121
scene_110,00000085,watercolor,stylized,0.744629
scene_110,00000085,oil_painting,stylized,0.860352
scene_110,00000085,impressionism,stylized,0.720703
scene_110,00000085,engraving,stylized,0.592285
scene_110,00000090,watercolor,stylized,0.757812
scene_110,00000090,oil_painting,stylized,0.926758
scene_110,00000090,impressionism,stylized,0.809082
scene_110,00000090,engraving,stylized,0.771484
scene_110,00000095,watercolor,stylized,0.758789
scene_110,00000095,oil_painting,stylized,0.887695
scene_110,00000095,impressionism,stylized,0.766113
scene_110,00000095,engraving,stylized,0.743652
scene_110,00000100,watercolor,stylized,0.870605
scene_110,00000100,oil_painting,stylized,0.906738
scene_110,00000100,impressionism,stylized,0.803223
scene_110,00000100,engraving,stylized,0.610352
scene_110,00000105,watercolor,stylized,0.478027
scene_110,00000105,oil_painting,stylized,0.87207
scene_110,00000105,impressionism,stylized,0.635742
scene_110,00000105,engraving,stylized,0.615723
scene_110,00000110,watercolor,stylized,0.864746
scene_110,00000110,oil_painting,stylized,0.900879
scene_110,00000110,impressionism,stylized,0.745117
scene_110,00000110,engraving,stylized,0.60498
scene_110,00000115,watercolor,stylized,0.867188
scene_110,00000115,oil_painting,stylized,0.870605
scene_110,00000115,impressionism,stylized,0.828125
scene_110,00000115,engraving,stylized,0.797852
scene_111,00000000,watercolor,stylized,0.873535
scene_111,00000000,oil_painting,stylized,0.978027
scene_111,00000000,impressionism,stylized,0.899902
scene_111,00000000,engraving,stylized,0.833008
scene_111,00000005,watercolor,stylized,0.828125
scene_111,00000005,oil_painting,stylized,0.907715
scene_111,00000005,impressionism,stylized,0.828125
scene_111,00000005,engraving,stylized,0.867676
scene_111,00000010,watercolor,stylized,0.806641
scene_111,00000010,oil_painting,stylized,0.862793
scene_111,00000010,impressionism,stylized,0.82959
scene_111,00000010,engraving,stylized,0.822754
scene_111,00000015,watercolor,stylized,0.833008
scene_111,00000015,oil_painting,stylized,0.898926
scene_111,00000015,impressionism,stylized,0.817383
scene_111,00000015,engraving,stylized,0.671875
scene_111,00000020,watercolor,stylized,0.859375
scene_111,00000020,oil_painting,stylized,0.888672
scene_111,00000020,impressionism,stylized,0.883789
scene_111,00000020,engraving,stylized,0.817871
scene_111,00000025,watercolor,stylized,0.79541
scene_111,00000025,oil_painting,stylized,0.875
scene_111,00000025,impressionism,stylized,0.82666
scene_111,00000025,engraving,stylized,0.79834
scene_111,00000030,watercolor,stylized,0.873535
scene_111,00000030,oil_painting,stylized,0.950684
scene_111,00000030,impressionism,stylized,0.882324
scene_111,00000030,engraving,stylized,0.817383
scene_111,00000035,watercolor,stylized,0.878418
scene_111,00000035,oil_painting,stylized,0.915527
scene_111,00000035,impressionism,stylized,0.838867
scene_111,00000035,engraving,stylized,0.830566
scene_111,00000040,watercolor,stylized,0.748535
scene_111,00000040,oil_painting,stylized,0.826172
scene_111,00000040,impressionism,stylized,0.778809
scene_111,00000040,engraving,stylized,0.780762
scene_111,00000045,watercolor,stylized,0.800781
scene_111,00000045,oil_painting,stylized,0.835449
scene_111,00000045,impressionism,stylized,0.80127
scene_111,00000045,engraving,stylized,0.636719
scene_111,00000050,watercolor,stylized,0.897949
scene_111,00000050,oil_painting,stylized,0.908203
scene_111,00000050,impressionism,stylized,0.83252
scene_111,00000050,engraving,stylized,0.859375
scene_111,00000055,watercolor,stylized,0.864258
scene_111,00000055,oil_painting,stylized,0.926758
scene_111,00000055,impressionism,stylized,0.762695
scene_111,00000055,engraving,stylized,0.79834
scene_111,00000060,watercolor,stylized,0.791016
scene_111,00000060,oil_painting,stylized,0.859375
scene_111,00000060,impressionism,stylized,0.841309
scene_111,00000060,engraving,stylized,0.841309
scene_111,00000065,watercolor,stylized,0.867676
scene_111,00000065,oil_painting,stylized,0.941406
scene_111,00000065,impressionism,stylized,0.862793
scene_111,00000065,engraving,stylized,0.855957
scene_111,00000070,watercolor,stylized,0.595703
scene_111,00000070,oil_painting,stylized,0.899902
scene_111,00000070,impressionism,stylized,0.679688
scene_111,00000070,engraving,stylized,0.807617
scene_111,00000075,watercolor,stylized,0.70752
scene_111,00000075,oil_painting,stylized,0.826172
scene_111,00000075,impressionism,stylized,0.780762
scene_111,00000075,engraving,stylized,0.839355
scene_111,00000080,watercolor,stylized,0.810547
scene_111,00000080,oil_painting,stylized,0.935059
scene_111,00000080,impressionism,stylized,0.823242
scene_111,00000080,engraving,stylized,0.776367
scene_111,00000085,watercolor,stylized,0.831543
scene_111,00000085,oil_painting,stylized,0.981445
scene_111,00000085,impressionism,stylized,0.852539
scene_111,00000085,engraving,stylized,0.947754
scene_111,00000090,watercolor,stylized,0.834961
scene_111,00000090,oil_painting,stylized,0.813477
scene_111,00000090,impressionism,stylized,0.827637
scene_111,00000090,engraving,stylized,0.827637
scene_111,00000095,watercolor,stylized,0.821289
scene_111,00000095,oil_painting,stylized,0.915527
scene_111,00000095,impressionism,stylized,0.842773
scene_111,00000095,engraving,stylized,0.856934
scene_111,00000100,watercolor,stylized,0.900879
scene_111,00000100,oil_painting,stylized,0.929199
scene_111,00000100,impressionism,stylized,0.87207
scene_111,00000100,engraving,stylized,0.849609
scene_111,00000105,watercolor,stylized,0.884766
scene_111,00000105,oil_painting,stylized,0.956543
scene_111,00000105,impressionism,stylized,0.884766
scene_111,00000105,engraving,stylized,0.835449
scene_111,00000110,watercolor,stylized,0.84082
scene_111,00000110,oil_painting,stylized,0.903809
scene_111,00000110,impressionism,stylized,0.848145
scene_111,00000110,engraving,stylized,0.745117
scene_111,00000115,watercolor,stylized,0.900879
scene_111,00000115,oil_painting,stylized,0.970703
scene_111,00000115,impressionism,stylized,0.910645
scene_111,00000115,engraving,stylized,0.880371
scene_111,00000120,watercolor,stylized,0.821289
scene_111,00000120,oil_painting,stylized,0.94873
scene_111,00000120,impressionism,stylized,0.859863
scene_111,00000120,engraving,stylized,0.717773
scene_111,00000125,watercolor,stylized,0.776855
scene_111,00000125,oil_painting,stylized,0.84082
scene_111,00000125,impressionism,stylized,0.854492
scene_111,00000125,engraving,stylized,0.817383
scene_111,00000130,watercolor,stylized,0.884277
scene_111,00000130,oil_painting,stylized,0.935547
scene_111,00000130,impressionism,stylized,0.864258
scene_111,00000130,engraving,stylized,0.841309
scene_111,00000135,watercolor,stylized,0.805664
scene_111,00000135,oil_painting,stylized,0.948242
scene_111,00000135,impressionism,stylized,0.851562
scene_111,00000135,engraving,stylized,0.738281
scene_111,00000140,watercolor,stylized,0.708984
scene_111,00000140,oil_painting,stylized,0.878418
scene_111,00000140,impressionism,stylized,0.762695
scene_111,00000140,engraving,stylized,0.697266
scene_112,00000000,watercolor,stylized,0.714355
scene_112,00000000,oil_painting,stylized,0.879883
scene_112,00000000,impressionism,stylized,0.72998
scene_112,00000000,engraving,stylized,0.687988
scene_112,00000005,watercolor,stylized,0.727051
scene_112,00000005,oil_painting,stylized,0.921387
scene_112,00000005,impressionism,stylized,0.759277
scene_112,00000005,engraving,stylized,0.876953
scene_112,00000010,watercolor,stylized,0.65332
scene_112,00000010,oil_painting,stylized,0.749512
scene_112,00000010,impressionism,stylized,0.537109
scene_112,00000010,engraving,stylized,0.716797
scene_112,00000016,watercolor,stylized,0.70459
scene_112,00000016,oil_painting,stylized,0.729004
scene_112,00000016,impressionism,stylized,0.753906
scene_112,00000016,engraving,stylized,0.86084
scene_112,00000021,watercolor,stylized,0.791992
scene_112,00000021,oil_painting,stylized,0.693359
scene_112,00000021,impressionism,stylized,0.703125
scene_112,00000021,engraving,stylized,0.764648
scene_112,00000026,watercolor,stylized,0.316406
scene_112,00000026,oil_painting,stylized,0.508301
scene_112,00000026,impressionism,stylized,0.39502
scene_112,00000026,engraving,stylized,0.695801
scene_12,00000000,watercolor,stylized,0.777344
scene_12,00000000,oil_painting,stylized,0.833008
scene_12,00000000,impressionism,stylized,0.736328
scene_12,00000000,engraving,stylized,0.788086
scene_12,00000005,watercolor,stylized,0.75
scene_12,00000005,oil_painting,stylized,0.828125
scene_12,00000005,impressionism,stylized,0.758301
scene_12,00000005,engraving,stylized,0.808594
scene_12,00000010,watercolor,stylized,0.838867
scene_12,00000010,oil_painting,stylized,0.903809
scene_12,00000010,impressionism,stylized,0.597168
scene_12,00000010,engraving,stylized,0.844238
scene_12,00000015,watercolor,stylized,0.724121
scene_12,00000015,oil_painting,stylized,0.914062
scene_12,00000015,impressionism,stylized,0.796387
scene_12,00000015,engraving,stylized,0.795898
scene_12,00000020,watercolor,stylized,0.779297
scene_12,00000020,oil_painting,stylized,0.85791
scene_12,00000020,impressionism,stylized,0.694336
scene_12,00000020,engraving,stylized,0.714844
scene_12,00000025,watercolor,stylized,0.77832
scene_12,00000025,oil_painting,stylized,0.893066
scene_12,00000025,impressionism,stylized,0.717773
scene_12,00000025,engraving,stylized,0.769531
scene_12,00000030,watercolor,stylized,0.738281
scene_12,00000030,oil_painting,stylized,0.808105
scene_12,00000030,impressionism,stylized,0.654297
scene_12,00000030,engraving,stylized,0.678223
scene_12,00000035,watercolor,stylized,0.776855
scene_12,00000035,oil_painting,stylized,0.904785
scene_12,00000035,impressionism,stylized,0.720703
scene_12,00000035,engraving,stylized,0.768066
scene_12,00000040,watercolor,stylized,0.790527
scene_12,00000040,oil_painting,stylized,0.831055
scene_12,00000040,impressionism,stylized,0.727051
scene_12,00000040,engraving,stylized,0.746094
scene_12,00000045,watercolor,stylized,0.820312
scene_12,00000045,oil_painting,stylized,0.914062
scene_12,00000045,impressionism,stylized,0.723145
scene_12,00000045,engraving,stylized,0.6875
scene_12,00000050,watercolor,stylized,0.71875
scene_12,00000050,oil_painting,stylized,0.873047
scene_12,00000050,impressionism,stylized,0.519043
scene_12,00000050,engraving,stylized,0.748535
scene_12,00000055,watercolor,stylized,0.743164
scene_12,00000055,oil_painting,stylized,0.841797
scene_12,00000055,impressionism,stylized,0.681641
scene_12,00000055,engraving,stylized,0.772949
scene_12,00000060,watercolor,stylized,0.837891
scene_12,00000060,oil_painting,stylized,0.919434
scene_12,00000060,impressionism,stylized,0.783691
scene_12,00000060,engraving,stylized,0.827637
scene_12,00000065,watercolor,stylized,0.845703
scene_12,00000065,oil_painting,stylized,0.865234
scene_12,00000065,impressionism,stylized,0.705078
scene_12,00000065,engraving,stylized,0.756348
scene_12,00000070,watercolor,stylized,0.860352
scene_12,00000070,oil_painting,stylized,0.881348
scene_12,00000070,impressionism,stylized,0.651855
scene_12,00000070,engraving,stylized,0.833984
scene_12,00000075,watercolor,stylized,0.812988
scene_12,00000075,oil_painting,stylized,0.880859
scene_12,00000075,impressionism,stylized,0.736328
scene_12,00000075,engraving,stylized,0.741699
scene_12,00000080,watercolor,stylized,0.685547
scene_12,00000080,oil_painting,stylized,0.873047
scene_12,00000080,impressionism,stylized,0.785645
scene_12,00000080,engraving,stylized,0.79541
scene_12,00000085,watercolor,stylized,0.758301
scene_12,00000085,oil_painting,stylized,0.845703
scene_12,00000085,impressionism,stylized,0.67334
scene_12,00000085,engraving,stylized,0.734863
scene_12,00000090,watercolor,stylized,0.800293
scene_12,00000090,oil_painting,stylized,0.827148
scene_12,00000090,impressionism,stylized,0.739746
scene_12,00000090,engraving,stylized,0.749512
scene_13,00000000,watercolor,stylized,0.873047
scene_13,00000000,oil_painting,stylized,0.95752
scene_13,00000000,impressionism,stylized,0.736328
scene_13,00000000,engraving,stylized,0.899902
scene_13,00000005,watercolor,stylized,0.844238
scene_13,00000005,oil_painting,stylized,0.836914
scene_13,00000005,impressionism,stylized,0.810059
scene_13,00000005,engraving,stylized,0.714355
scene_13,00000010,watercolor,stylized,0.791992
scene_13,00000010,oil_painting,stylized,0.914062
scene_13,00000010,impressionism,stylized,0.727539
scene_13,00000010,engraving,stylized,0.897949
scene_13,00000015,watercolor,stylized,0.830078
scene_13,00000015,oil_painting,stylized,0.95752
scene_13,00000015,impressionism,stylized,0.750488
scene_13,00000015,engraving,stylized,0.800293
scene_13,00000020,watercolor,stylized,0.837891
scene_13,00000020,oil_painting,stylized,0.951172
scene_13,00000020,impressionism,stylized,0.820801
scene_13,00000020,engraving,stylized,0.841309
scene_13,00000025,watercolor,stylized,0.759766
scene_13,00000025,oil_painting,stylized,0.875977
scene_13,00000025,impressionism,stylized,0.723633
scene_13,00000025,engraving,stylized,0.82959
scene_13,00000030,watercolor,stylized,0.795898
scene_13,00000030,oil_painting,stylized,0.947754
scene_13,00000030,impressionism,stylized,0.737793
scene_13,00000030,engraving,stylized,0.891602
scene_13,00000035,watercolor,stylized,0.717773
scene_13,00000035,oil_painting,stylized,0.765625
scene_13,00000035,impressionism,stylized,0.702637
scene_13,00000035,engraving,stylized,0.66748
scene_13,00000040,watercolor,stylized,0.876953
scene_13,00000040,oil_painting,stylized,0.900391
scene_13,00000040,impressionism,stylized,0.784668
scene_13,00000040,engraving,stylized,0.822266
scene_13,00000045,watercolor,stylized,0.858398
scene_13,00000045,oil_painting,stylized,0.953125
scene_13,00000045,impressionism,stylized,0.730469
scene_13,00000045,engraving,stylized,0.696289
scene_13,00000050,watercolor,stylized,0.757324
scene_13,00000050,oil_painting,stylized,0.789062
scene_13,00000050,impressionism,stylized,0.647949
scene_13,00000050,engraving,stylized,0.821289
scene_13,00000055,watercolor,stylized,0.767578
scene_13,00000055,oil_painting,stylized,0.913086
scene_13,00000055,impressionism,stylized,0.714844
scene_13,00000055,engraving,stylized,0.803223
scene_13,00000060,watercolor,stylized,0.787598
scene_13,00000060,oil_painting,stylized,0.819824
scene_13,00000060,impressionism,stylized,0.805176
scene_13,00000060,engraving,stylized,0.753906
scene_13,00000065,watercolor,stylized,0.787598
scene_13,00000065,oil_painting,stylized,0.751953
scene_13,00000065,impressionism,stylized,0.82373
scene_13,00000065,engraving,stylized,0.899414
scene_13,00000070,watercolor,stylized,0.705078
scene_13,00000070,oil_painting,stylized,0.750977
scene_13,00000070,impressionism,stylized,0.73291
scene_13,00000070,engraving,stylized,0.426514
scene_13,00000075,watercolor,stylized,0.824219
scene_13,00000075,oil_painting,stylized,0.95459
scene_13,00000075,impressionism,stylized,0.727539
scene_13,00000075,engraving,stylized,0.520508
scene_14,00000000,watercolor,stylized,0.367188
scene_14,00000000,oil_painting,stylized,0.849121
scene_14,00000000,impressionism,stylized,0.409424
scene_14,00000000,engraving,stylized,0.693848
scene_14,00000005,watercolor,stylized,0.516602
scene_14,00000005,oil_painting,stylized,0.775391
scene_14,00000005,impressionism,stylized,0.482178
scene_14,00000005,engraving,stylized,0.715332
scene_14,00000010,watercolor,stylized,0.391357
scene_14,00000010,oil_painting,stylized,0.822754
scene_14,00000010,impressionism,stylized,0.583008
scene_14,00000010,engraving,stylized,0.692871
scene_15,00000000,watercolor,stylized,0.707031
scene_15,00000000,oil_painting,stylized,0.804688
scene_15,00000000,impressionism,stylized,0.715332
scene_15,00000000,engraving,stylized,0.717773
scene_15,00000005,watercolor,stylized,0.580566
scene_15,00000005,oil_painting,stylized,0.729004
scene_15,00000005,impressionism,stylized,0.710449
scene_15,00000005,engraving,stylized,0.796875
scene_15,00000010,watercolor,stylized,0.634766
scene_15,00000010,oil_painting,stylized,0.696777
scene_15,00000010,impressionism,stylized,0.800781
scene_15,00000010,engraving,stylized,0.726074
scene_15,00000015,watercolor,stylized,0.512207
scene_15,00000015,oil_painting,stylized,0.759277
scene_15,00000015,impressionism,stylized,0.760254
scene_15,00000015,engraving,stylized,0.493896
scene_15,00000020,watercolor,stylized,0.740234
scene_15,00000020,oil_painting,stylized,0.67627
scene_15,00000020,impressionism,stylized,0.769531
scene_15,00000020,engraving,stylized,0.601074
scene_16,00000000,watercolor,stylized,0.67627
scene_16,00000000,oil_painting,stylized,0.908691
scene_16,00000000,impressionism,stylized,0.720215
scene_16,00000000,engraving,stylized,0.791504
scene_16,00000005,watercolor,stylized,0.817871
scene_16,00000005,oil_painting,stylized,0.872559
scene_16,00000005,impressionism,stylized,0.561523
scene_16,00000005,engraving,stylized,0.79834
scene_16,00000010,watercolor,stylized,0.750488
scene_16,00000010,oil_painting,stylized,0.88623
scene_16,00000010,impressionism,stylized,0.644043
scene_16,00000010,engraving,stylized,0.708984
scene_16,00000015,watercolor,stylized,0.417236
scene_16,00000015,oil_painting,stylized,0.886719
scene_16,00000015,impressionism,stylized,0.436523
scene_16,00000015,engraving,stylized,0.428223
scene_16,00000020,watercolor,stylized,0.802246
scene_16,00000020,oil_painting,stylized,0.894043
scene_16,00000020,impressionism,stylized,0.744141
scene_16,00000020,engraving,stylized,0.761719
scene_16,00000025,watercolor,stylized,0.376465
scene_16,00000025,oil_painting,stylized,0.875977
scene_16,00000025,impressionism,stylized,0.416992
scene_16,00000025,engraving,stylized,0.666504
scene_16,00000030,watercolor,stylized,0.77832
scene_16,00000030,oil_painting,stylized,0.871582
scene_16,00000030,impressionism,stylized,0.730957
scene_16,00000030,engraving,stylized,0.777344
scene_16,00000035,watercolor,stylized,0.797363
scene_16,00000035,oil_painting,stylized,0.893555
scene_16,00000035,impressionism,stylized,0.64209
scene_16,00000035,engraving,stylized,0.743164
scene_16,00000040,watercolor,stylized,0.671875
scene_16,00000040,oil_painting,stylized,0.854004
scene_16,00000040,impressionism,stylized,0.689941
scene_16,00000040,engraving,stylized,0.708496
scene_16,00000045,watercolor,stylized,0.713867
scene_16,00000045,oil_painting,stylized,0.851074
scene_16,00000045,impressionism,stylized,0.715332
scene_16,00000045,engraving,stylized,0.761719
scene_16,00000050,watercolor,stylized,0.667969
scene_16,00000050,oil_painting,stylized,0.875
scene_16,00000050,impressionism,stylized,0.640137
scene_16,00000050,engraving,stylized,0.791504
scene_16,00000055,watercolor,stylized,0.890137
scene_16,00000055,oil_painting,stylized,0.916992
scene_16,00000055,impressionism,stylized,0.754883
scene_16,00000055,engraving,stylized,0.678711
scene_16,00000060,watercolor,stylized,0.724121
scene_16,00000060,oil_painting,stylized,0.882324
scene_16,00000060,impressionism,stylized,0.649414
scene_16,00000060,engraving,stylized,0.652344
scene_16,00000065,watercolor,stylized,0.70166
scene_16,00000065,oil_painting,stylized,0.913574
scene_16,00000065,impressionism,stylized,0.583984
scene_16,00000065,engraving,stylized,0.678711
scene_16,00000070,watercolor,stylized,0.758301
scene_16,00000070,oil_painting,stylized,0.900879
scene_16,00000070,impressionism,stylized,0.696777
scene_16,00000070,engraving,stylized,0.619141
scene_16,00000075,watercolor,stylized,0.570801
scene_16,00000075,oil_painting,stylized,0.887207
scene_16,00000075,impressionism,stylized,0.512207
scene_16,00000075,engraving,stylized,0.706055
scene_16,00000080,watercolor,stylized,0.870605
scene_16,00000080,oil_painting,stylized,0.911621
scene_16,00000080,impressionism,stylized,0.780762
scene_16,00000080,engraving,stylized,0.785156
scene_16,00000085,watercolor,stylized,0.782227
scene_16,00000085,oil_painting,stylized,0.868164
scene_16,00000085,impressionism,stylized,0.61377
scene_16,00000085,engraving,stylized,0.699219
scene_16,00000090,watercolor,stylized,0.726562
scene_16,00000090,oil_painting,stylized,0.862305
scene_16,00000090,impressionism,stylized,0.755371
scene_16,00000090,engraving,stylized,0.689941
scene_17,00000000,watercolor,stylized,0.779297
scene_17,00000000,oil_painting,stylized,0.821777
scene_17,00000000,impressionism,stylized,0.685547
scene_17,00000000,engraving,stylized,0.611328
scene_17,00000005,watercolor,stylized,0.539551
scene_17,00000005,oil_painting,stylized,0.728027
scene_17,00000005,impressionism,stylized,0.651855
scene_17,00000005,engraving,stylized,0.721191
scene_17,00000010,watercolor,stylized,0.490479
scene_17,00000010,oil_painting,stylized,0.850098
scene_17,00000010,impressionism,stylized,0.725098
scene_17,00000010,engraving,stylized,0.668457
scene_17,00000015,watercolor,stylized,0.744141
scene_17,00000015,oil_painting,stylized,0.879883
scene_17,00000015,impressionism,stylized,0.805664
scene_17,00000015,engraving,stylized,0.739746
scene_17,00000020,watercolor,stylized,0.53125
scene_17,00000020,oil_painting,stylized,0.815918
scene_17,00000020,impressionism,stylized,0.571777
scene_17,00000020,engraving,stylized,0.719727
scene_17,00000025,watercolor,stylized,0.496826
scene_17,00000025,oil_painting,stylized,0.904785
scene_17,00000025,impressionism,stylized,0.777344
scene_17,00000025,engraving,stylized,0.600098
scene_17,00000030,watercolor,stylized,0.557617
scene_17,00000030,oil_painting,stylized,0.727539
scene_17,00000030,impressionism,stylized,0.713867
scene_17,00000030,engraving,stylized,0.580566
scene_17,00000035,watercolor,stylized,0.751465
scene_17,00000035,oil_painting,stylized,0.925293
scene_17,00000035,impressionism,stylized,0.795898
scene_17,00000035,engraving,stylized,0.762695
scene_17,00000040,watercolor,stylized,0.711914
scene_17,00000040,oil_painting,stylized,0.907715
scene_17,00000040,impressionism,stylized,0.817383
scene_17,00000040,engraving,stylized,0.621582
scene_17,00000045,watercolor,stylized,0.572754
scene_17,00000045,oil_painting,stylized,0.710938
scene_17,00000045,impressionism,stylized,0.683594
scene_17,00000045,engraving,stylized,0.512207
scene_17,00000050,watercolor,stylized,0.316162
scene_17,00000050,oil_painting,stylized,0.686523
scene_17,00000050,impressionism,stylized,0.411377
scene_17,00000050,engraving,stylized,0.451172
scene_17,00000055,watercolor,stylized,0.758789
scene_17,00000055,oil_painting,stylized,0.896973
scene_17,00000055,impressionism,stylized,0.744141
scene_17,00000055,engraving,stylized,0.46582
scene_17,00000060,watercolor,stylized,0.518555
scene_17,00000060,oil_painting,stylized,0.901855
scene_17,00000060,impressionism,stylized,0.615234
scene_17,00000060,engraving,stylized,0.70459
scene_17,00000065,watercolor,stylized,0.785156
scene_17,00000065,oil_painting,stylized,0.922852
scene_17,00000065,impressionism,stylized,0.758789
scene_17,00000065,engraving,stylized,0.714355
scene_17,00000070,watercolor,stylized,0.749512
scene_17,00000070,oil_painting,stylized,0.842285
scene_17,00000070,impressionism,stylized,0.765625
scene_17,00000070,engraving,stylized,0.520996
scene_17,00000075,watercolor,stylized,0.406738
scene_17,00000075,oil_painting,stylized,0.828125
scene_17,00000075,impressionism,stylized,0.355957
scene_17,00000075,engraving,stylized,0.479248
scene_2,00000000,watercolor,stylized,0.799805
scene_2,00000000,oil_painting,stylized,0.84082
scene_2,00000000,impressionism,stylized,0.814941
scene_2,00000000,engraving,stylized,0.729492
scene_2,00000005,watercolor,stylized,0.775391
scene_2,00000005,oil_painting,stylized,0.833984
scene_2,00000005,impressionism,stylized,0.641113
scene_2,00000005,engraving,stylized,0.439697
scene_2,00000010,watercolor,stylized,0.885742
scene_2,00000010,oil_painting,stylized,0.830566
scene_2,00000010,impressionism,stylized,0.87793
scene_2,00000010,engraving,stylized,0.65918
scene_2,00000015,watercolor,stylized,0.763184
scene_2,00000015,oil_painting,stylized,0.865234
scene_2,00000015,impressionism,stylized,0.752441
scene_2,00000015,engraving,stylized,0.714355
scene_2,00000020,watercolor,stylized,0.749023
scene_2,00000020,oil_painting,stylized,0.873047
scene_2,00000020,impressionism,stylized,0.775391
scene_2,00000020,engraving,stylized,0.834473
scene_2,00000025,watercolor,stylized,0.736328
scene_2,00000025,oil_painting,stylized,0.801758
scene_2,00000025,impressionism,stylized,0.775879
scene_2,00000025,engraving,stylized,0.648926
scene_2,00000031,watercolor,stylized,0.803223
scene_2,00000031,oil_painting,stylized,0.888672
scene_2,00000031,impressionism,stylized,0.765137
scene_2,00000031,engraving,stylized,0.846191
scene_2,00000036,watercolor,stylized,0.783203
scene_2,00000036,oil_painting,stylized,0.904297
scene_2,00000036,impressionism,stylized,0.802734
scene_2,00000036,engraving,stylized,0.796387
scene_2,00000041,watercolor,stylized,0.68457
scene_2,00000041,oil_painting,stylized,0.848145
scene_2,00000041,impressionism,stylized,0.677246
scene_2,00000041,engraving,stylized,0.802734
scene_2,00000046,watercolor,stylized,0.793457
scene_2,00000046,oil_painting,stylized,0.904785
scene_2,00000046,impressionism,stylized,0.772949
scene_2,00000046,engraving,stylized,0.861328
scene_2,00000051,watercolor,stylized,0.81543
scene_2,00000051,oil_painting,stylized,0.802734
scene_2,00000051,impressionism,stylized,0.475586
scene_2,00000051,engraving,stylized,0.381836
scene_2,00000056,watercolor,stylized,0.788574
scene_2,00000056,oil_painting,stylized,0.87207
scene_2,00000056,impressionism,stylized,0.765625
scene_2,00000056,engraving,stylized,0.62793
scene_2,00000061,watercolor,stylized,0.834961
scene_2,00000061,oil_painting,stylized,0.876465
scene_2,00000061,impressionism,stylized,0.830566
scene_2,00000061,engraving,stylized,0.840332
scene_21,00000000,watercolor,stylized,0.681152
scene_21,00000000,oil_painting,stylized,0.834961
scene_21,00000000,impressionism,stylized,0.813965
scene_21,00000000,engraving,stylized,0.569336
scene_21,00000005,watercolor,stylized,0.827148
scene_21,00000005,oil_painting,stylized,0.742188
scene_21,00000005,impressionism,stylized,0.787109
scene_21,00000005,engraving,stylized,0.507812
scene_21,00000010,watercolor,stylized,0.689941
scene_21,00000010,oil_painting,stylized,0.401855
scene_21,00000010,impressionism,stylized,0.820801
scene_21,00000010,engraving,stylized,0.455566
scene_21,00000015,watercolor,stylized,0.558105
scene_21,00000015,oil_painting,stylized,0.613281
scene_21,00000015,impressionism,stylized,0.598633
scene_21,00000015,engraving,stylized,0.373291
scene_21,00000020,watercolor,stylized,0.535645
scene_21,00000020,oil_painting,stylized,0.736328
scene_21,00000020,impressionism,stylized,0.78418
scene_21,00000020,engraving,stylized,0.562988
scene_21,00000025,watercolor,stylized,0.602051
scene_21,00000025,oil_painting,stylized,0.463867
scene_21,00000025,impressionism,stylized,0.725098
scene_21,00000025,engraving,stylized,0.338135
scene_21,00000030,watercolor,stylized,0.671875
scene_21,00000030,oil_painting,stylized,0.470703
scene_21,00000030,impressionism,stylized,0.765625
scene_21,00000030,engraving,stylized,0.329346
scene_21,00000035,watercolor,stylized,0.692871
scene_21,00000035,oil_painting,stylized,0.899414
scene_21,00000035,impressionism,stylized,0.76709
scene_21,00000035,engraving,stylized,0.591309
scene_21,00000040,watercolor,stylized,0.436035
scene_21,00000040,oil_painting,stylized,0.550293
scene_21,00000040,impressionism,stylized,0.46875
scene_21,00000040,engraving,stylized,0.393555
scene_21,00000045,watercolor,stylized,0.439697
scene_21,00000045,oil_painting,stylized,0.541992
scene_21,00000045,impressionism,stylized,0.443115
scene_21,00000045,engraving,stylized,0.326904
scene_21,00000050,watercolor,stylized,0.446045
scene_21,00000050,oil_painting,stylized,0.489746
scene_21,00000050,impressionism,stylized,0.474121
scene_21,00000050,engraving,stylized,0.328125
scene_21,00000055,watercolor,stylized,0.779785
scene_21,00000055,oil_painting,stylized,0.535645
scene_21,00000055,impressionism,stylized,0.799316
scene_21,00000055,engraving,stylized,0.458496
scene_21,00000060,watercolor,stylized,0.588867
scene_21,00000060,oil_painting,stylized,0.53125
scene_21,00000060,impressionism,stylized,0.604492
scene_21,00000060,engraving,stylized,0.323975
scene_22,00000000,watercolor,stylized,0.604492
scene_22,00000000,oil_painting,stylized,0.606445
scene_22,00000000,impressionism,stylized,0.601562
scene_22,00000000,engraving,stylized,0.49707
scene_22,00000005,watercolor,stylized,0.504395
scene_22,00000005,oil_painting,stylized,0.364746
scene_22,00000005,impressionism,stylized,0.635254
scene_22,00000005,engraving,stylized,0.312988
scene_22,00000010,watercolor,stylized,0.514648
scene_22,00000010,oil_painting,stylized,0.62793
scene_22,00000010,impressionism,stylized,0.466064
scene_22,00000010,engraving,stylized,0.332275
scene_22,00000015,watercolor,stylized,0.492432
scene_22,00000015,oil_painting,stylized,0.649902
scene_22,00000015,impressionism,stylized,0.388184
