scene,frame,style,method,cosine_sim
scene_42,00000085,engraving,stylized,0.614746
scene_42,00000090,watercolor,stylized,0.711914
scene_42,00000090,oil_painting,stylized,0.890137
scene_42,00000090,impressionism,stylized,0.584961
scene_42,00000090,engraving,stylized,0.58252
scene_42,00000095,watercolor,stylized,0.577148
scene_42,00000095,oil_painting,stylized,0.716309
scene_42,00000095,impressionism,stylized,0.524902
scene_42,00000095,engraving,stylized,0.618652
scene_42,00000100,watercolor,stylized,0.474121
scene_42,00000100,oil_painting,stylized,0.383789
scene_42,00000100,impressionism,stylized,0.532715
scene_42,00000100,engraving,stylized,0.533203
scene_42,00000105,watercolor,stylized,0.383301
scene_42,00000105,oil_painting,stylized,0.468994
scene_42,00000105,impressionism,stylized,0.471436
scene_42,00000105,engraving,stylized,0.602539
scene_42,00000110,watercolor,stylized,0.14856
scene_42,00000110,oil_painting,stylized,0.477783
scene_42,00000110,impressionism,stylized,0.152588
scene_42,00000110,engraving,stylized,0.343018
scene_42,00000115,watercolor,stylized,0.592773
scene_42,00000115,oil_painting,stylized,0.757812
scene_42,00000115,impressionism,stylized,0.655273
scene_42,00000115,engraving,stylized,0.753418
scene_42,00000120,watercolor,stylized,0.60791
scene_42,00000120,oil_painting,stylized,0.780273
scene_42,00000120,impressionism,stylized,0.506836
scene_42,00000120,engraving,stylized,0.530273
scene_42,00000125,watercolor,stylized,0.709961
scene_42,00000125,oil_painting,stylized,0.701172
scene_42,00000125,impressionism,stylized,0.76123
scene_42,00000125,engraving,stylized,0.682129
scene_42,00000130,watercolor,stylized,0.51709
scene_42,00000130,oil_painting,stylized,0.724609
scene_42,00000130,impressionism,stylized,0.613281
scene_42,00000130,engraving,stylized,0.751465
scene_42,00000135,watercolor,stylized,0.47168
scene_42,00000135,oil_painting,stylized,0.723633
scene_42,00000135,impressionism,stylized,0.418701
scene_42,00000135,engraving,stylized,0.616699
scene_42,00000140,watercolor,stylized,0.676758
scene_42,00000140,oil_painting,stylized,0.761719
scene_42,00000140,impressionism,stylized,0.709961
scene_42,00000140,engraving,stylized,0.722168
scene_42,00000145,watercolor,stylized,0.674316
scene_42,00000145,oil_painting,stylized,0.798828
scene_42,00000145,impressionism,stylized,0.566895
scene_42,00000145,engraving,stylized,0.537598
scene_44,00000000,watercolor,stylized,0.839844
scene_44,00000000,oil_painting,stylized,0.923828
scene_44,00000000,impressionism,stylized,0.833496
scene_44,00000000,engraving,stylized,0.756348
scene_44,00000005,watercolor,stylized,0.754395
scene_44,00000005,oil_painting,stylized,0.85791
scene_44,00000005,impressionism,stylized,0.822754
scene_44,00000005,engraving,stylized,0.836426
scene_44,00000010,watercolor,stylized,0.554688
scene_44,00000010,oil_painting,stylized,0.760254
scene_44,00000010,impressionism,stylized,0.379639
scene_44,00000010,engraving,stylized,0.562012
scene_44,00000015,watercolor,stylized,0.544434
scene_44,00000015,oil_painting,stylized,0.658203
scene_44,00000015,impressionism,stylized,0.587891
scene_44,00000015,engraving,stylized,0.598145
scene_44,00000020,watercolor,stylized,0.505371
scene_44,00000020,oil_painting,stylized,0.829102
scene_44,00000020,impressionism,stylized,0.512695
scene_44,00000020,engraving,stylized,0.645996
scene_44,00000025,watercolor,stylized,0.788086
scene_44,00000025,oil_painting,stylized,0.92334
scene_44,00000025,impressionism,stylized,0.776855
scene_44,00000025,engraving,stylized,0.82959
scene_44,00000030,watercolor,stylized,0.523926
scene_44,00000030,oil_painting,stylized,0.805664
scene_44,00000030,impressionism,stylized,0.629883
scene_44,00000030,engraving,stylized,0.694336
scene_44,00000035,watercolor,stylized,0.586426
scene_44,00000035,oil_painting,stylized,0.700195
scene_44,00000035,impressionism,stylized,0.300781
scene_44,00000035,engraving,stylized,0.724609
scene_45,00000000,watercolor,stylized,0.811035
scene_45,00000000,oil_painting,stylized,0.769043
scene_45,00000000,impressionism,stylized,0.78418
scene_45,00000000,engraving,stylized,0.605957
scene_45,00000005,watercolor,stylized,0.767578
scene_45,00000005,oil_painting,stylized,0.791992
scene_45,00000005,impressionism,stylized,0.800781
scene_45,00000005,engraving,stylized,0.720703
scene_45,00000010,watercolor,stylized,0.624023
scene_45,00000010,oil_painting,stylized,0.809082
scene_45,00000010,impressionism,stylized,0.653809
scene_45,00000010,engraving,stylized,0.626953
scene_45,00000015,watercolor,stylized,0.875
scene_45,00000015,oil_painting,stylized,0.869141
scene_45,00000015,impressionism,stylized,0.806152
scene_45,00000015,engraving,stylized,0.803223
scene_45,00000020,watercolor,stylized,0.693848
scene_45,00000020,oil_painting,stylized,0.788086
scene_45,00000020,impressionism,stylized,0.79834
scene_45,00000020,engraving,stylized,0.599121
scene_45,00000025,watercolor,stylized,0.712891
scene_45,00000025,oil_painting,stylized,0.655762
scene_45,00000025,impressionism,stylized,0.777832
scene_45,00000025,engraving,stylized,0.595215
scene_45,00000030,watercolor,stylized,0.668457
scene_45,00000030,oil_painting,stylized,0.821289
scene_45,00000030,impressionism,stylized,0.744141
scene_45,00000030,engraving,stylized,0.528809
scene_45,00000035,watercolor,stylized,0.627441
scene_45,00000035,oil_painting,stylized,0.743164
scene_45,00000035,impressionism,stylized,0.72998
scene_45,00000035,engraving,stylized,0.753418
scene_45,00000040,watercolor,stylized,0.356445
scene_45,00000040,oil_painting,stylized,0.71875
scene_45,00000040,impressionism,stylized,0.543457
scene_45,00000040,engraving,stylized,0.30957
scene_45,00000045,watercolor,stylized,0.738281
scene_45,00000045,oil_painting,stylized,0.848145
scene_45,00000045,impressionism,stylized,0.772949
scene_45,00000045,engraving,stylized,0.733887
scene_45,00000050,watercolor,stylized,0.535156
scene_45,00000050,oil_painting,stylized,0.67041
scene_45,00000050,impressionism,stylized,0.722168
scene_45,00000050,engraving,stylized,0.638184
scene_45,00000055,watercolor,stylized,0.784668
scene_45,00000055,oil_painting,stylized,0.804199
scene_45,00000055,impressionism,stylized,0.79541
scene_45,00000055,engraving,stylized,0.733887
scene_45,00000060,watercolor,stylized,0.791992
scene_45,00000060,oil_painting,stylized,0.855469
scene_45,00000060,impressionism,stylized,0.753906
scene_45,00000060,engraving,stylized,0.654785
scene_45,00000065,watercolor,stylized,0.699219
scene_45,00000065,oil_painting,stylized,0.785156
scene_45,00000065,impressionism,stylized,0.754395
scene_45,00000065,engraving,stylized,0.513184
scene_45,00000070,watercolor,stylized,0.677246
scene_45,00000070,oil_painting,stylized,0.718262
scene_45,00000070,impressionism,stylized,0.606445
scene_45,00000070,engraving,stylized,0.641602
scene_45,00000075,watercolor,stylized,0.599609
scene_45,00000075,oil_painting,stylized,0.728027
scene_45,00000075,impressionism,stylized,0.549805
scene_45,00000075,engraving,stylized,0.549805
scene_45,00000080,watercolor,stylized,0.375732
scene_45,00000080,oil_painting,stylized,0.766113
scene_45,00000080,impressionism,stylized,0.431152
scene_45,00000080,engraving,stylized,0.4021
scene_45,00000085,watercolor,stylized,0.802246
scene_45,00000085,oil_painting,stylized,0.881348
scene_45,00000085,impressionism,stylized,0.799805
scene_45,00000085,engraving,stylized,0.724121
scene_45,00000090,watercolor,stylized,0.761719
scene_45,00000090,oil_painting,stylized,0.74707
scene_45,00000090,impressionism,stylized,0.850098
scene_45,00000090,engraving,stylized,0.746094
scene_45,00000095,watercolor,stylized,0.749512
scene_45,00000095,oil_painting,stylized,0.725586
scene_45,00000095,impressionism,stylized,0.760742
scene_45,00000095,engraving,stylized,0.760742
scene_45,00000100,watercolor,stylized,0.760742
scene_45,00000100,oil_painting,stylized,0.788086
scene_45,00000100,impressionism,stylized,0.780273
scene_45,00000100,engraving,stylized,0.62793
scene_46,00000000,watercolor,stylized,0.564453
scene_46,00000000,oil_painting,stylized,0.68457
scene_46,00000000,impressionism,stylized,0.270508
scene_46,00000000,engraving,stylized,0.557617
scene_46,00000005,watercolor,stylized,0.538574
scene_46,00000005,oil_painting,stylized,0.586914
scene_46,00000005,impressionism,stylized,0.474365
scene_46,00000005,engraving,stylized,0.441162
scene_46,00000010,watercolor,stylized,0.465088
scene_46,00000010,oil_painting,stylized,0.807129
scene_46,00000010,impressionism,stylized,0.342529
scene_46,00000010,engraving,stylized,0.487793
scene_46,00000015,watercolor,stylized,0.556641
scene_46,00000015,oil_painting,stylized,0.830078
scene_46,00000015,impressionism,stylized,0.420654
scene_46,00000015,engraving,stylized,0.424316
scene_46,00000020,watercolor,stylized,0.494873
scene_46,00000020,oil_painting,stylized,0.497559
scene_46,00000020,impressionism,stylized,0.547363
scene_46,00000020,engraving,stylized,0.430664
scene_46,00000025,watercolor,stylized,0.658203
scene_46,00000025,oil_painting,stylized,0.738281
scene_46,00000025,impressionism,stylized,0.467285
scene_46,00000025,engraving,stylized,0.536621
scene_46,00000030,watercolor,stylized,0.665527
scene_46,00000030,oil_painting,stylized,0.612793
scene_46,00000030,impressionism,stylized,0.586426
scene_46,00000030,engraving,stylized,0.587402
scene_46,00000035,watercolor,stylized,0.488037
scene_46,00000035,oil_painting,stylized,0.550293
scene_46,00000035,impressionism,stylized,0.475586
scene_46,00000035,engraving,stylized,0.534668
scene_46,00000040,watercolor,stylized,0.522949
scene_46,00000040,oil_painting,stylized,0.708008
scene_46,00000040,impressionism,stylized,0.5
scene_46,00000040,engraving,stylized,0.472168
scene_46,00000045,watercolor,stylized,0.74707
scene_46,00000045,oil_painting,stylized,0.756348
scene_46,00000045,impressionism,stylized,0.70459
scene_46,00000045,engraving,stylized,0.585449
scene_46,00000050,watercolor,stylized,0.765625
scene_46,00000050,oil_painting,stylized,0.775391
scene_46,00000050,impressionism,stylized,0.716797
scene_46,00000050,engraving,stylized,0.501953
scene_46,00000055,watercolor,stylized,0.726562
scene_46,00000055,oil_painting,stylized,0.710449
scene_46,00000055,impressionism,stylized,0.625977
scene_46,00000055,engraving,stylized,0.587402
scene_47,00000000,watercolor,stylized,0.64502
scene_47,00000000,oil_painting,stylized,0.731934
scene_47,00000000,impressionism,stylized,0.605469
scene_47,00000000,engraving,stylized,0.320557
scene_47,00000005,watercolor,stylized,0.725098
scene_47,00000005,oil_painting,stylized,0.87793
scene_47,00000005,impressionism,stylized,0.685059
scene_47,00000005,engraving,stylized,0.884277
scene_47,00000010,watercolor,stylized,0.700195
scene_47,00000010,oil_painting,stylized,0.811523
scene_47,00000010,impressionism,stylized,0.812988
scene_47,00000010,engraving,stylized,0.449707
scene_47,00000015,watercolor,stylized,0.835449
scene_47,00000015,oil_painting,stylized,0.866211
scene_47,00000015,impressionism,stylized,0.855469
scene_47,00000015,engraving,stylized,0.846191
scene_47,00000020,watercolor,stylized,0.786621
scene_47,00000020,oil_painting,stylized,0.885254
scene_47,00000020,impressionism,stylized,0.800293
scene_47,00000020,engraving,stylized,0.894043
scene_47,00000025,watercolor,stylized,0.830566
scene_47,00000025,oil_painting,stylized,0.849609
scene_47,00000025,impressionism,stylized,0.854004
scene_47,00000025,engraving,stylized,0.782715
scene_47,00000030,watercolor,stylized,0.55957
scene_47,00000030,oil_painting,stylized,0.745605
scene_47,00000030,impressionism,stylized,0.667969
scene_47,00000030,engraving,stylized,0.496582
scene_47,00000035,watercolor,stylized,0.655273
scene_47,00000035,oil_painting,stylized,0.781738
scene_47,00000035,impressionism,stylized,0.792969
scene_47,00000035,engraving,stylized,0.719238
scene_47,00000040,watercolor,stylized,0.767578
scene_47,00000040,oil_painting,stylized,0.933594
scene_47,00000040,impressionism,stylized,0.875488
scene_47,00000040,engraving,stylized,0.915039
scene_47,00000045,watercolor,stylized,0.554199
scene_47,00000045,oil_painting,stylized,0.708008
scene_47,00000045,impressionism,stylized,0.550293
scene_47,00000045,engraving,stylized,0.480469
scene_47,00000050,watercolor,stylized,0.679688
scene_47,00000050,oil_painting,stylized,0.746094
scene_47,00000050,impressionism,stylized,0.852539
scene_47,00000050,engraving,stylized,0.802734
scene_48,00000000,watercolor,stylized,0.543945
scene_48,00000000,oil_painting,stylized,0.89209
scene_48,00000000,impressionism,stylized,0.623535
scene_48,00000000,engraving,stylized,0.890625
scene_48,00000005,watercolor,stylized,0.357178
scene_48,00000005,oil_painting,stylized,0.902344
scene_48,00000005,impressionism,stylized,0.551758
scene_48,00000005,engraving,stylized,0.851074
scene_48,00000010,watercolor,stylized,0.48877
scene_48,00000010,oil_painting,stylized,0.957031
scene_48,00000010,impressionism,stylized,0.625
scene_48,00000010,engraving,stylized,0.671387
scene_48,00000015,watercolor,stylized,0.506836
scene_48,00000015,oil_painting,stylized,0.911133
scene_48,00000015,impressionism,stylized,0.789062
scene_48,00000015,engraving,stylized,0.839844
scene_48,00000020,watercolor,stylized,0.302734
scene_48,00000020,oil_painting,stylized,0.897461
scene_48,00000020,impressionism,stylized,0.573242
scene_48,00000020,engraving,stylized,0.758301
scene_48,00000025,watercolor,stylized,0.662598
scene_48,00000025,oil_painting,stylized,0.875
scene_48,00000025,impressionism,stylized,0.808105
scene_48,00000025,engraving,stylized,0.900391
scene_48,00000030,watercolor,stylized,0.697754
scene_48,00000030,oil_painting,stylized,0.868652
scene_48,00000030,impressionism,stylized,0.619629
scene_48,00000030,engraving,stylized,0.898438
scene_48,00000035,watercolor,stylized,0.689941
scene_48,00000035,oil_painting,stylized,0.937988
scene_48,00000035,impressionism,stylized,0.682617
scene_48,00000035,engraving,stylized,0.67041
scene_48,00000040,watercolor,stylized,0.577637
scene_48,00000040,oil_painting,stylized,0.913086
scene_48,00000040,impressionism,stylized,0.71875
scene_48,00000040,engraving,stylized,0.655273
scene_48,00000045,watercolor,stylized,0.678711
scene_48,00000045,oil_painting,stylized,0.928711
scene_48,00000045,impressionism,stylized,0.772949
scene_48,00000045,engraving,stylized,0.885254
scene_48,00000050,watercolor,stylized,0.568848
scene_48,00000050,oil_painting,stylized,0.941406
scene_48,00000050,impressionism,stylized,0.602539
scene_48,00000050,engraving,stylized,0.72168
scene_49,00000000,watercolor,stylized,0.670898
scene_49,00000000,oil_painting,stylized,0.650879
scene_49,00000000,impressionism,stylized,0.664062
scene_49,00000000,engraving,stylized,0.604492
scene_49,00000006,watercolor,stylized,0.706055
scene_49,00000006,oil_painting,stylized,0.877441
scene_49,00000006,impressionism,stylized,0.587891
scene_49,00000006,engraving,stylized,0.648438
scene_49,00000011,watercolor,stylized,0.65332
scene_49,00000011,oil_painting,stylized,0.842285
scene_49,00000011,impressionism,stylized,0.683594
scene_49,00000011,engraving,stylized,0.633301
scene_49,00000016,watercolor,stylized,0.456055
scene_49,00000016,oil_painting,stylized,0.803223
scene_49,00000016,impressionism,stylized,0.681152
scene_49,00000016,engraving,stylized,0.574219
scene_49,00000021,watercolor,stylized,0.654785
scene_49,00000021,oil_painting,stylized,0.76416
scene_49,00000021,impressionism,stylized,0.647949
scene_49,00000021,engraving,stylized,0.661133
scene_49,00000026,watercolor,stylized,0.481201
scene_49,00000026,oil_painting,stylized,0.723633
scene_49,00000026,impressionism,stylized,0.780762
scene_49,00000026,engraving,stylized,0.483887
scene_49,00000031,watercolor,stylized,0.516602
scene_49,00000031,oil_painting,stylized,0.821289
scene_49,00000031,impressionism,stylized,0.67041
scene_49,00000031,engraving,stylized,0.715332
scene_49,00000036,watercolor,stylized,0.70166
scene_49,00000036,oil_painting,stylized,0.754883
scene_49,00000036,impressionism,stylized,0.744629
scene_49,00000036,engraving,stylized,0.468506
scene_49,00000041,watercolor,stylized,0.64209
scene_49,00000041,oil_painting,stylized,0.809082
scene_49,00000041,impressionism,stylized,0.377197
scene_49,00000041,engraving,stylized,0.429932
scene_49,00000046,watercolor,stylized,0.494141
scene_49,00000046,oil_painting,stylized,0.713379
scene_49,00000046,impressionism,stylized,0.555664
scene_49,00000046,engraving,stylized,0.51416
scene_49,00000051,watercolor,stylized,0.64209
scene_49,00000051,oil_painting,stylized,0.846191
scene_49,00000051,impressionism,stylized,0.629883
scene_49,00000051,engraving,stylized,0.526367
scene_49,00000056,watercolor,stylized,0.581055
scene_49,00000056,oil_painting,stylized,0.79834
scene_49,00000056,impressionism,stylized,0.591309
scene_49,00000056,engraving,stylized,0.343994
scene_50,00000000,watercolor,stylized,0.466797
scene_50,00000000,oil_painting,stylized,0.761719
scene_50,00000000,impressionism,stylized,0.378662
scene_50,00000000,engraving,stylized,0.712891
scene_50,00000006,watercolor,stylized,0.429199
scene_50,00000006,oil_painting,stylized,0.831543
scene_50,00000006,impressionism,stylized,0.572754
scene_50,00000006,engraving,stylized,0.679199
scene_50,00000012,watercolor,stylized,0.643555
scene_50,00000012,oil_painting,stylized,0.855957
scene_50,00000012,impressionism,stylized,0.678711
scene_50,00000012,engraving,stylized,0.745605
scene_50,00000018,watercolor,stylized,0.762207
scene_50,00000018,oil_painting,stylized,0.842285
scene_50,00000018,impressionism,stylized,0.8125
scene_50,00000018,engraving,stylized,0.651367
scene_50,00000024,watercolor,stylized,0.484131
scene_50,00000024,oil_painting,stylized,0.633789
scene_50,00000024,impressionism,stylized,0.475098
scene_50,00000024,engraving,stylized,0.740723
scene_50,00000029,watercolor,stylized,0.850586
scene_50,00000029,oil_painting,stylized,0.894043
scene_50,00000029,impressionism,stylized,0.757812
scene_50,00000029,engraving,stylized,0.802246
scene_50,00000035,watercolor,stylized,0.883301
scene_50,00000035,oil_painting,stylized,0.936035
scene_50,00000035,impressionism,stylized,0.782715
scene_50,00000035,engraving,stylized,0.805176
scene_50,00000041,watercolor,stylized,0.780273
scene_50,00000041,oil_painting,stylized,0.938965
scene_50,00000041,impressionism,stylized,0.785645
scene_50,00000041,engraving,stylized,0.722168
scene_50,00000049,watercolor,stylized,0.779297
scene_50,00000049,oil_painting,stylized,0.711914
scene_50,00000049,impressionism,stylized,0.80127
scene_50,00000049,engraving,stylized,0.633789
scene_52,00000000,watercolor,stylized,0.798828
scene_52,00000000,oil_painting,stylized,0.841309
scene_52,00000000,impressionism,stylized,0.834961
scene_52,00000000,engraving,stylized,0.703613
scene_52,00000005,watercolor,stylized,0.856445
scene_52,00000005,oil_painting,stylized,0.897461
scene_52,00000005,impressionism,stylized,0.873535
scene_52,00000005,engraving,stylized,0.807129
scene_52,00000010,watercolor,stylized,0.732422
scene_52,00000010,oil_painting,stylized,0.851074
scene_52,00000010,impressionism,stylized,0.856445
scene_52,00000010,engraving,stylized,0.770508
scene_52,00000015,watercolor,stylized,0.821777
scene_52,00000015,oil_painting,stylized,0.819824
scene_52,00000015,impressionism,stylized,0.890625
scene_52,00000015,engraving,stylized,0.751953
scene_52,00000020,watercolor,stylized,0.755371
scene_52,00000020,oil_painting,stylized,0.790039
scene_52,00000020,impressionism,stylized,0.811523
scene_52,00000020,engraving,stylized,0.70166
scene_52,00000025,watercolor,stylized,0.80127
scene_52,00000025,oil_painting,stylized,0.890625
scene_52,00000025,impressionism,stylized,0.850586
scene_52,00000025,engraving,stylized,0.734375
scene_52,00000030,watercolor,stylized,0.812012
scene_52,00000030,oil_painting,stylized,0.894531
scene_52,00000030,impressionism,stylized,0.868652
scene_52,00000030,engraving,stylized,0.806641
scene_52,00000035,watercolor,stylized,0.713867
scene_52,00000035,oil_painting,stylized,0.86377
scene_52,00000035,impressionism,stylized,0.856445
scene_52,00000035,engraving,stylized,0.76709
scene_52,00000040,watercolor,stylized,0.788574
scene_52,00000040,oil_painting,stylized,0.888672
scene_52,00000040,impressionism,stylized,0.828125
scene_52,00000040,engraving,stylized,0.765137
scene_52,00000045,watercolor,stylized,0.741211
scene_52,00000045,oil_painting,stylized,0.89502
scene_52,00000045,impressionism,stylized,0.867188
scene_52,00000045,engraving,stylized,0.713867
scene_52,00000050,watercolor,stylized,0.727539
scene_52,00000050,oil_painting,stylized,0.78125
scene_52,00000050,impressionism,stylized,0.794434
scene_52,00000050,engraving,stylized,0.720703
scene_52,00000055,watercolor,stylized,0.775391
scene_52,00000055,oil_painting,stylized,0.891113
scene_52,00000055,impressionism,stylized,0.852051
scene_52,00000055,engraving,stylized,0.713379
scene_52,00000060,watercolor,stylized,0.802246
scene_52,00000060,oil_painting,stylized,0.804688
scene_52,00000060,impressionism,stylized,0.830566
scene_52,00000060,engraving,stylized,0.753418
scene_52,00000065,watercolor,stylized,0.803223
scene_52,00000065,oil_painting,stylized,0.853516
scene_52,00000065,impressionism,stylized,0.839355
scene_52,00000065,engraving,stylized,0.806641
scene_52,00000070,watercolor,stylized,0.841797
scene_52,00000070,oil_painting,stylized,0.840332
scene_52,00000070,impressionism,stylized,0.779297
scene_52,00000070,engraving,stylized,0.722168
scene_52,00000075,watercolor,stylized,0.841797
scene_52,00000075,oil_painting,stylized,0.80957
scene_52,00000075,impressionism,stylized,0.850098
scene_52,00000075,engraving,stylized,0.780762
scene_52,00000080,watercolor,stylized,0.800781
scene_52,00000080,oil_painting,stylized,0.89209
scene_52,00000080,impressionism,stylized,0.766602
scene_52,00000080,engraving,stylized,0.767578
scene_52,00000085,watercolor,stylized,0.781738
scene_52,00000085,oil_painting,stylized,0.811523
scene_52,00000085,impressionism,stylized,0.816406
scene_52,00000085,engraving,stylized,0.79834
scene_52,00000090,watercolor,stylized,0.849121
scene_52,00000090,oil_painting,stylized,0.837402
scene_52,00000090,impressionism,stylized,0.871582
scene_52,00000090,engraving,stylized,0.747559
scene_52,00000095,watercolor,stylized,0.828125
scene_52,00000095,oil_painting,stylized,0.813965
scene_52,00000095,impressionism,stylized,0.84082
scene_52,00000095,engraving,stylized,0.686035
scene_54,00000000,watercolor,stylized,0.802246
scene_54,00000000,oil_painting,stylized,0.868164
scene_54,00000000,impressionism,stylized,0.746094
scene_54,00000000,engraving,stylized,0.697754
scene_54,00000005,watercolor,stylized,0.839355
scene_54,00000005,oil_painting,stylized,0.843262
scene_54,00000005,impressionism,stylized,0.759766
scene_54,00000005,engraving,stylized,0.641113
scene_54,00000010,watercolor,stylized,0.778809
scene_54,00000010,oil_painting,stylized,0.875977
scene_54,00000010,impressionism,stylized,0.753418
scene_54,00000010,engraving,stylized,0.712402
scene_54,00000015,watercolor,stylized,0.791504
scene_54,00000015,oil_painting,stylized,0.82373
scene_54,00000015,impressionism,stylized,0.696289
scene_54,00000015,engraving,stylized,0.721191
scene_54,00000020,watercolor,stylized,0.788574
scene_54,00000020,oil_painting,stylized,0.907715
scene_54,00000020,impressionism,stylized,0.810059
scene_54,00000020,engraving,stylized,0.686035
scene_54,00000025,watercolor,stylized,0.766602
scene_54,00000025,oil_painting,stylized,0.846191
scene_54,00000025,impressionism,stylized,0.739258
scene_54,00000025,engraving,stylized,0.678711
scene_54,00000030,watercolor,stylized,0.637207
scene_54,00000030,oil_painting,stylized,0.900879
scene_54,00000030,impressionism,stylized,0.689941
scene_54,00000030,engraving,stylized,0.655762
scene_54,00000035,watercolor,stylized,0.733398
scene_54,00000035,oil_painting,stylized,0.81543
scene_54,00000035,impressionism,stylized,0.754395
scene_54,00000035,engraving,stylized,0.691895
scene_54,00000040,watercolor,stylized,0.69873
scene_54,00000040,oil_painting,stylized,0.794922
scene_54,00000040,impressionism,stylized,0.697266
scene_54,00000040,engraving,stylized,0.540039
scene_54,00000045,watercolor,stylized,0.759277
scene_54,00000045,oil_painting,stylized,0.812988
scene_54,00000045,impressionism,stylized,0.65918
scene_54,00000045,engraving,stylized,0.679688
scene_54,00000050,watercolor,stylized,0.829102
scene_54,00000050,oil_painting,stylized,0.818848
scene_54,00000050,impressionism,stylized,0.804199
scene_54,00000050,engraving,stylized,0.702637
scene_54,00000055,watercolor,stylized,0.727539
scene_54,00000055,oil_painting,stylized,0.817871
scene_54,00000055,impressionism,stylized,0.699707
scene_54,00000055,engraving,stylized,0.677246
scene_54,00000060,watercolor,stylized,0.829102
scene_54,00000060,oil_painting,stylized,0.806641
scene_54,00000060,impressionism,stylized,0.750977
scene_54,00000060,engraving,stylized,0.734863
scene_54,00000065,watercolor,stylized,0.671875
scene_54,00000065,oil_painting,stylized,0.750977
scene_54,00000065,impressionism,stylized,0.626465
scene_54,00000065,engraving,stylized,0.749023
scene_54,00000070,watercolor,stylized,0.792969
scene_54,00000070,oil_painting,stylized,0.878418
scene_54,00000070,impressionism,stylized,0.783691
scene_54,00000070,engraving,stylized,0.737305
scene_54,00000075,watercolor,stylized,0.791504
scene_54,00000075,oil_painting,stylized,0.853516
scene_54,00000075,impressionism,stylized,0.700195
scene_54,00000075,engraving,stylized,0.675781
scene_54,00000080,watercolor,stylized,0.848145
scene_54,00000080,oil_painting,stylized,0.834473
scene_54,00000080,impressionism,stylized,0.774414
scene_54,00000080,engraving,stylized,0.641113
scene_54,00000085,watercolor,stylized,0.820801
scene_54,00000085,oil_painting,stylized,0.844238
scene_54,00000085,impressionism,stylized,0.754883
scene_54,00000085,engraving,stylized,0.653809
scene_54,00000090,watercolor,stylized,0.818848
scene_54,00000090,oil_painting,stylized,0.835449
scene_54,00000090,impressionism,stylized,0.797852
scene_54,00000090,engraving,stylized,0.678711
scene_54,00000095,watercolor,stylized,0.76416
scene_54,00000095,oil_painting,stylized,0.785156
scene_54,00000095,impressionism,stylized,0.705078
scene_54,00000095,engraving,stylized,0.626465
scene_54,00000100,watercolor,stylized,0.780273
scene_54,00000100,oil_painting,stylized,0.802734
scene_54,00000100,impressionism,stylized,0.740723
scene_54,00000100,engraving,stylized,0.648438
scene_54,00000105,watercolor,stylized,0.722656
scene_54,00000105,oil_painting,stylized,0.816406
scene_54,00000105,impressionism,stylized,0.758789
scene_54,00000105,engraving,stylized,0.644043
scene_54,00000110,watercolor,stylized,0.583008
scene_54,00000110,oil_painting,stylized,0.77832
scene_54,00000110,impressionism,stylized,0.581543
scene_54,00000110,engraving,stylized,0.623535
scene_54,00000115,watercolor,stylized,0.802246
scene_54,00000115,oil_painting,stylized,0.857422
scene_54,00000115,impressionism,stylized,0.80957
scene_54,00000115,engraving,stylized,0.692383
scene_54,00000120,watercolor,stylized,0.829102
scene_54,00000120,oil_painting,stylized,0.837891
scene_54,00000120,impressionism,stylized,0.766602
scene_54,00000120,engraving,stylized,0.750488
scene_54,00000125,watercolor,stylized,0.846191
scene_54,00000125,oil_painting,stylized,0.882812
scene_54,00000125,impressionism,stylized,0.800293
scene_54,00000125,engraving,stylized,0.754395
scene_54,00000130,watercolor,stylized,0.728516
scene_54,00000130,oil_painting,stylized,0.84668
scene_54,00000130,impressionism,stylized,0.695312
scene_54,00000130,engraving,stylized,0.72168
scene_54,00000135,watercolor,stylized,0.819824
scene_54,00000135,oil_painting,stylized,0.828125
scene_54,00000135,impressionism,stylized,0.803711
scene_54,00000135,engraving,stylized,0.763184
scene_54,00000140,watercolor,stylized,0.762207
scene_54,00000140,oil_painting,stylized,0.821289
scene_54,00000140,impressionism,stylized,0.766602
scene_54,00000140,engraving,stylized,0.754395
scene_54,00000145,watercolor,stylized,0.828613
scene_54,00000145,oil_painting,stylized,0.905273
scene_54,00000145,impressionism,stylized,0.826172
scene_54,00000145,engraving,stylized,0.837402
scene_55,00000000,watercolor,stylized,0.546875
scene_55,00000000,oil_painting,stylized,0.874512
scene_55,00000000,impressionism,stylized,0.437988
scene_55,00000000,engraving,stylized,0.373291
scene_55,00000005,watercolor,stylized,0.570312
scene_55,00000005,oil_painting,stylized,0.87793
scene_55,00000005,impressionism,stylized,0.572266
scene_55,00000005,engraving,stylized,0.658691
scene_55,00000010,watercolor,stylized,0.458252
scene_55,00000010,oil_painting,stylized,0.875
scene_55,00000010,impressionism,stylized,0.492188
scene_55,00000010,engraving,stylized,0.375244
scene_55,00000015,watercolor,stylized,0.448486
scene_55,00000015,oil_painting,stylized,0.711914
scene_55,00000015,impressionism,stylized,0.501953
scene_55,00000015,engraving,stylized,0.39209
scene_55,00000020,watercolor,stylized,0.327637
scene_55,00000020,oil_painting,stylized,0.836426
scene_55,00000020,impressionism,stylized,0.284424
scene_55,00000020,engraving,stylized,0.639648
scene_55,00000025,watercolor,stylized,0.420898
scene_55,00000025,oil_painting,stylized,0.855957
scene_55,00000025,impressionism,stylized,0.541992
